CONTEXT,HYPOTHESIS,LABEL,CONTEXT_FROM,HYPOTHESIS_FROM,CONTEXT_ID,HYPOTHESIS_ID,SUBSET
"Man in a boat on a lake, surrounded by mountains and forestry.","Man on a fishing boat on a lake, surrounded by mountains and forestry.",4,SNLI-train,SNLI-NEUTRAL,4732642723.jpg#3,4732642723.jpg#3r1n,SNLI
"Man in a boat on a lake, surrounded by mountains and forestry.","Man on a boat in a river, surrounded by flatland.",1,SNLI-train,SNLI-CONTRADICTION,4732642723.jpg#3,4732642723.jpg#3r1c,SNLI
"A black man wearing clothes popular in the late 60's, has a left handed Fender Stratocaster, strapped on.",The man is wearing clothes.,5,SNLI-train,SNLI-ENTAILMENT,4734385519.jpg#0,4734385519.jpg#0r1e,SNLI
"A black man wearing clothes popular in the late 60's, has a left handed Fender Stratocaster, strapped on.",The man is wearing bell bottoms.,3,SNLI-train,SNLI-NEUTRAL,4734385519.jpg#0,4734385519.jpg#0r1n,SNLI
"A black man wearing clothes popular in the late 60's, has a left handed Fender Stratocaster, strapped on.",The man is streaking through the parking lot.,1,SNLI-train,SNLI-CONTRADICTION,4734385519.jpg#0,4734385519.jpg#0r1c,SNLI
"A bare headed man wearing a dark blue cassock, sandals, and dark blue socks mounts the stone steps leading into a weathered old building.",A man is walking up stairs into a building.,5,SNLI-train,SNLI-ENTAILMENT,473592754.jpg#0,473592754.jpg#0r1e,SNLI
"A bare headed man wearing a dark blue cassock, sandals, and dark blue socks mounts the stone steps leading into a weathered old building.",A man is walking up stairs to go into a courtroom.,3,SNLI-train,SNLI-NEUTRAL,473592754.jpg#0,473592754.jpg#0r1n,SNLI
"A bare headed man wearing a dark blue cassock, sandals, and dark blue socks mounts the stone steps leading into a weathered old building.",A man is skateboarding in front of a weathered building.,2,SNLI-train,SNLI-CONTRADICTION,473592754.jpg#0,473592754.jpg#0r1c,SNLI
Three vikings walking on the boardwalk.,the vikings walk,5,SNLI-train,SNLI-ENTAILMENT,4738310483.jpg#2,4738310483.jpg#2r1e,SNLI
Three vikings walking on the boardwalk.,the vikings walk fast,3,SNLI-train,SNLI-NEUTRAL,4738310483.jpg#2,4738310483.jpg#2r1n,SNLI
Three vikings walking on the boardwalk.,the goats eat cats,1,SNLI-train,SNLI-CONTRADICTION,4738310483.jpg#2,4738310483.jpg#2r1c,SNLI
A man trying to do some promotions for a new product in town.,There is a man working on items,4,SNLI-train,SNLI-ENTAILMENT,4740643779.jpg#1,4740643779.jpg#1r1e,SNLI
A man trying to do some promotions for a new product in town.,There is a man working on items for a new product,4,SNLI-train,SNLI-NEUTRAL,4740643779.jpg#1,4740643779.jpg#1r1n,SNLI
A man trying to do some promotions for a new product in town.,There is a man watching others,3,SNLI-train,SNLI-CONTRADICTION,4740643779.jpg#1,4740643779.jpg#1r1c,SNLI
A grandpa and granddaughter are playing in the backyard.,A grandpa and granddaughter are outdoors.,5,SNLI-train,SNLI-ENTAILMENT,4744435567.jpg#2,4744435567.jpg#2r1e,SNLI
A grandpa and granddaughter are playing in the backyard.,A grandpa and granddaughter are playing catch.,3,SNLI-train,SNLI-NEUTRAL,4744435567.jpg#2,4744435567.jpg#2r1n,SNLI
A grandpa and granddaughter are playing in the backyard.,A grandpa and granddaughter are watching television inside.,1,SNLI-train,SNLI-CONTRADICTION,4744435567.jpg#2,4744435567.jpg#2r1c,SNLI
An unidentified woman sleeping in a very unusual nook of a decorative stone structure.,The woman is asleep.,5,SNLI-train,SNLI-ENTAILMENT,4747939650.jpg#0,4747939650.jpg#0r1e,SNLI
An unidentified woman sleeping in a very unusual nook of a decorative stone structure.,The woman is covered in a blanket.,5,SNLI-train,SNLI-NEUTRAL,4747939650.jpg#0,4747939650.jpg#0r1n,SNLI
An unidentified woman sleeping in a very unusual nook of a decorative stone structure.,The woman is pacing the floor.,2,SNLI-train,SNLI-CONTRADICTION,4747939650.jpg#0,4747939650.jpg#0r1c,SNLI
A person in a heat resistant suit is putting a metal mod in a pool of molten substance.,the person is wearing a suit,5,SNLI-train,SNLI-ENTAILMENT,4748798432.jpg#2,4748798432.jpg#2r1e,SNLI
A person in a heat resistant suit is putting a metal mod in a pool of molten substance.,the man works with chemicals,2,SNLI-train,SNLI-NEUTRAL,4748798432.jpg#2,4748798432.jpg#2r1n,SNLI
A person in a heat resistant suit is putting a metal mod in a pool of molten substance.,the man is swimming in the lake,1,SNLI-train,SNLI-CONTRADICTION,4748798432.jpg#2,4748798432.jpg#2r1c,SNLI
A woman wearing headphones enjoys her coffee while writing on a notepad.,The woman has a notepad.,5,SNLI-train,SNLI-ENTAILMENT,4752482394.jpg#0,4752482394.jpg#0r1e,SNLI
A woman wearing headphones enjoys her coffee while writing on a notepad.,A woman is listening to music.,4,SNLI-train,SNLI-NEUTRAL,4752482394.jpg#0,4752482394.jpg#0r1n,SNLI
A woman wearing headphones enjoys her coffee while writing on a notepad.,A large pizza remains uneaten next to a large pan of brownies.,2,SNLI-train,SNLI-CONTRADICTION,4752482394.jpg#0,4752482394.jpg#0r1c,SNLI
The economy is shacking and affecting China.,China is being affected by its economy.,5,SNLI-train,SNLI-ENTAILMENT,4756001299.jpg#0,4756001299.jpg#0r1e,SNLI
The economy is shacking and affecting China.,The Chinese government will take action to solve their economic problems.,3,SNLI-train,SNLI-NEUTRAL,4756001299.jpg#0,4756001299.jpg#0r1n,SNLI
The economy is shacking and affecting China.,The Chinese people are unaffected by the economy.,1,SNLI-train,SNLI-CONTRADICTION,4756001299.jpg#0,4756001299.jpg#0r1c,SNLI
A storefront with a sign written in chinese.,There is a sign in front of the store.,5,SNLI-train,SNLI-ENTAILMENT,4756010841.jpg#2,4756010841.jpg#2r1e,SNLI
A storefront with a sign written in chinese.,The sign tells people to not trespass on the Chinese store's property.,2,SNLI-train,SNLI-NEUTRAL,4756010841.jpg#2,4756010841.jpg#2r1n,SNLI
A storefront with a sign written in chinese.,The sign is written in Spanish.,1,SNLI-train,SNLI-CONTRADICTION,4756010841.jpg#2,4756010841.jpg#2r1c,SNLI
Chinese traditional vehicle with their specials.,Chinese vehicles.,4,SNLI-train,SNLI-ENTAILMENT,4756483990.jpg#2,4756483990.jpg#2r1e,SNLI
Chinese traditional vehicle with their specials.,Chinese carts pulled by people.,0,SNLI-train,SNLI-NEUTRAL,4756483990.jpg#2,4756483990.jpg#2r1n,SNLI
Chinese traditional vehicle with their specials.,Chinese buses and cars in a traffic jam.,2,SNLI-train,SNLI-CONTRADICTION,4756483990.jpg#2,4756483990.jpg#2r1c,SNLI
"While shielding their eyes, patient onlookers await the arrival of the solar eclipse.",People wait for the solar eclipse while shielding their eyes.,5,SNLI-train,SNLI-ENTAILMENT,4758571023.jpg#0,4758571023.jpg#0r1e,SNLI
"While shielding their eyes, patient onlookers await the arrival of the solar eclipse.",Many people stare at the sky with binoculars.,1,SNLI-train,SNLI-NEUTRAL,4758571023.jpg#0,4758571023.jpg#0r1n,SNLI
"While shielding their eyes, patient onlookers await the arrival of the solar eclipse.",People fly into the sun.,1,SNLI-train,SNLI-CONTRADICTION,4758571023.jpg#0,4758571023.jpg#0r1c,SNLI
A crowd of people surround a fender bender.,There is a crowd,5,SNLI-train,SNLI-ENTAILMENT,4762117658.jpg#3,4762117658.jpg#3r1e,SNLI
A crowd of people surround a fender bender.,There are two cars,3,SNLI-train,SNLI-NEUTRAL,4762117658.jpg#3,4762117658.jpg#3r1n,SNLI
A crowd of people surround a fender bender.,There is one person,1,SNLI-train,SNLI-CONTRADICTION,4762117658.jpg#3,4762117658.jpg#3r1c,SNLI
A man in plaid strums and guitar while singing into a microphone in stage.,A man is making music on stage.,5,SNLI-train,SNLI-ENTAILMENT,4764124511.jpg#0,4764124511.jpg#0r1e,SNLI
A man in plaid strums and guitar while singing into a microphone in stage.,A band plays on stage.,4,SNLI-train,SNLI-NEUTRAL,4764124511.jpg#0,4764124511.jpg#0r1n,SNLI
A man in plaid strums and guitar while singing into a microphone in stage.,A man is doing a puppet show.,1,SNLI-train,SNLI-CONTRADICTION,4764124511.jpg#0,4764124511.jpg#0r1c,SNLI
"A black and white spaniel gently mouths the face of a toddler-aged girl wearing a red shirt, khaki skirt and black shoes while the girl looks somewhat amused and somewhat disgusted by the dog's touch.",A dog is interacting with a child.,5,SNLI-train,SNLI-ENTAILMENT,4769117130.jpg#0,4769117130.jpg#0r1e,SNLI
"A black and white spaniel gently mouths the face of a toddler-aged girl wearing a red shirt, khaki skirt and black shoes while the girl looks somewhat amused and somewhat disgusted by the dog's touch.",A dog is tasting the head of a brown-haired child.,4,SNLI-train,SNLI-NEUTRAL,4769117130.jpg#0,4769117130.jpg#0r1n,SNLI
"A black and white spaniel gently mouths the face of a toddler-aged girl wearing a red shirt, khaki skirt and black shoes while the girl looks somewhat amused and somewhat disgusted by the dog's touch.",A spaniel investigates a screaming toddler.,4,SNLI-train,SNLI-CONTRADICTION,4769117130.jpg#0,4769117130.jpg#0r1c,SNLI
Tattooed young woman chains her bicycle to a signpost while juggling a guitar on her back.,A woman with tattoos chains her bike to a post.,5,SNLI-train,SNLI-ENTAILMENT,4772306571.jpg#3,4772306571.jpg#3r1e,SNLI
Tattooed young woman chains her bicycle to a signpost while juggling a guitar on her back.,A woman secures her bike before performing in a concert.,4,SNLI-train,SNLI-NEUTRAL,4772306571.jpg#3,4772306571.jpg#3r1n,SNLI
Tattooed young woman chains her bicycle to a signpost while juggling a guitar on her back.,A man rides his bike to the post office.,2,SNLI-train,SNLI-CONTRADICTION,4772306571.jpg#3,4772306571.jpg#3r1c,SNLI
A small crowd of people gather in a desert in a poor village.,People are in a village.,5,SNLI-train,SNLI-ENTAILMENT,477518083.jpg#3,477518083.jpg#3r1e,SNLI
A small crowd of people gather in a desert in a poor village.,The people are wearing blue shirts.,2,SNLI-train,SNLI-NEUTRAL,477518083.jpg#3,477518083.jpg#3r1n,SNLI
A small crowd of people gather in a desert in a poor village.,The village is not poor.,1,SNLI-train,SNLI-CONTRADICTION,477518083.jpg#3,477518083.jpg#3r1c,SNLI
A man in a black hat& black shirt painting a slogan in the road for a possible event.,A man paints a slogan in the road.,5,SNLI-train,SNLI-ENTAILMENT,4775534259.jpg#0,4775534259.jpg#0r1e,SNLI
A man in a black hat& black shirt painting a slogan in the road for a possible event.,A man paints a slogan in the road before the protest begins.,2,SNLI-train,SNLI-NEUTRAL,4775534259.jpg#0,4775534259.jpg#0r1n,SNLI
A man in a black hat& black shirt painting a slogan in the road for a possible event.,A man hangs a banner.,2,SNLI-train,SNLI-CONTRADICTION,4775534259.jpg#0,4775534259.jpg#0r1c,SNLI
A big group of students surrounding a storm trooper.,Students surround a storm trooper.,5,SNLI-train,SNLI-ENTAILMENT,4776012984.jpg#3,4776012984.jpg#3r1e,SNLI
A big group of students surrounding a storm trooper.,Students surround storm trooper at convention.,4,SNLI-train,SNLI-NEUTRAL,4776012984.jpg#3,4776012984.jpg#3r1n,SNLI
A big group of students surrounding a storm trooper.,Storm troopers surround students.,1,SNLI-train,SNLI-CONTRADICTION,4776012984.jpg#3,4776012984.jpg#3r1c,SNLI
"Man and woman and others, with scary, gory makeup and holding fake brain walking down the street.",People have paint on their faces.,3,SNLI-train,SNLI-ENTAILMENT,4781669173.jpg#1,4781669173.jpg#1r1e,SNLI
"Man and woman and others, with scary, gory makeup and holding fake brain walking down the street.",People dressed as zombies walk to a Halloween party.,3,SNLI-train,SNLI-NEUTRAL,4781669173.jpg#1,4781669173.jpg#1r1n,SNLI
"Man and woman and others, with scary, gory makeup and holding fake brain walking down the street.",A woman in a wedding dress walks down the aisle.,1,SNLI-train,SNLI-CONTRADICTION,4781669173.jpg#1,4781669173.jpg#1r1c,SNLI
A crane is being used in the construction or destruction of a building along with a worker spraying water at the building., A crane is being used in construction.,5,SNLI-train,SNLI-ENTAILMENT,4793317845.jpg#0,4793317845.jpg#0r1e,SNLI
A crane is being used in the construction or destruction of a building along with a worker spraying water at the building., A crane is being used in the construction or destruction of a large wooden building.,2,SNLI-train,SNLI-NEUTRAL,4793317845.jpg#0,4793317845.jpg#0r1n,SNLI
A crane is being used in the construction or destruction of a building along with a worker spraying water at the building.,A crane is talking to people and eating food.,1,SNLI-train,SNLI-CONTRADICTION,4793317845.jpg#0,4793317845.jpg#0r1c,SNLI
Four men- two in hats and two with mustaches- sit together by a fountain and large vents.,The men are sitting outside.,5,SNLI-train,SNLI-ENTAILMENT,4799951910.jpg#1,4799951910.jpg#1r1e,SNLI
Four men- two in hats and two with mustaches- sit together by a fountain and large vents.,The men are friends.,3,SNLI-train,SNLI-NEUTRAL,4799951910.jpg#1,4799951910.jpg#1r1n,SNLI
Four men- two in hats and two with mustaches- sit together by a fountain and large vents.,The men are watching football at their friends house.,2,SNLI-train,SNLI-CONTRADICTION,4799951910.jpg#1,4799951910.jpg#1r1c,SNLI
A woman with curly brown hair and a blue skirt is reading a book with a purple cover on a concrete bench with other people around.,A woman is reading a book.,5,SNLI-train,SNLI-ENTAILMENT,4801216793.jpg#0,4801216793.jpg#0r1e,SNLI
A woman with curly brown hair and a blue skirt is reading a book with a purple cover on a concrete bench with other people around.,A woman is reading a book to people.,2,SNLI-train,SNLI-NEUTRAL,4801216793.jpg#0,4801216793.jpg#0r1n,SNLI
A woman with curly brown hair and a blue skirt is reading a book with a purple cover on a concrete bench with other people around.,A woman is dancing.,2,SNLI-train,SNLI-CONTRADICTION,4801216793.jpg#0,4801216793.jpg#0r1c,SNLI
A young person in black pants and a brown fedora uses their mobile device on a city sidewalk.,Someone is standing outside.,5,SNLI-train,SNLI-ENTAILMENT,4808499283.jpg#1,4808499283.jpg#1r4e,SNLI
A young person in black pants and a brown fedora uses their mobile device on a city sidewalk.,A guy using his iPhone while walking down the sidewalk,4,SNLI-train,SNLI-NEUTRAL,4808499283.jpg#1,4808499283.jpg#1r3n,SNLI
A young person in black pants and a brown fedora uses their mobile device on a city sidewalk.,The person is trying to get a signal on their mobile while sitting in the subway train.,1,SNLI-train,SNLI-CONTRADICTION,4808499283.jpg#1,4808499283.jpg#1r5c,SNLI
Fall shoppers and bistro food lovers caught in the ebb and flow of the city.,There are people in a city,5,SNLI-train,SNLI-ENTAILMENT,4817447781.jpg#1,4817447781.jpg#1r1e,SNLI
Fall shoppers and bistro food lovers caught in the ebb and flow of the city.,There is a congested crowd of shoppers,4,SNLI-train,SNLI-NEUTRAL,4817447781.jpg#1,4817447781.jpg#1r1n,SNLI
Fall shoppers and bistro food lovers caught in the ebb and flow of the city.,A bird is singing in a tree alone,2,SNLI-train,SNLI-CONTRADICTION,4817447781.jpg#1,4817447781.jpg#1r1c,SNLI
A man in a white shirt and a denim pants reading some postings on the board.,A man is reading posts on a board.,5,SNLI-train,SNLI-ENTAILMENT,4819952204.jpg#1,4819952204.jpg#1r1e,SNLI
A man in a white shirt and a denim pants reading some postings on the board.,A man is looking at job postings that are displayed on a board.,5,SNLI-train,SNLI-NEUTRAL,4819952204.jpg#1,4819952204.jpg#1r1n,SNLI
A man in a white shirt and a denim pants reading some postings on the board.,A man is looking at art work on a wall.,2,SNLI-train,SNLI-CONTRADICTION,4819952204.jpg#1,4819952204.jpg#1r1c,SNLI
The band Edward Sharp and the Magnetic Zeros are on stage performing.,A band is performing.,5,SNLI-train,SNLI-ENTAILMENT,4826810171.jpg#2,4826810171.jpg#2r1e,SNLI
The band Edward Sharp and the Magnetic Zeros are on stage performing.,The band is playing instruments.,4,SNLI-train,SNLI-NEUTRAL,4826810171.jpg#2,4826810171.jpg#2r1n,SNLI
The band Edward Sharp and the Magnetic Zeros are on stage performing.,A band is sitting around.,1,SNLI-train,SNLI-CONTRADICTION,4826810171.jpg#2,4826810171.jpg#2r1c,SNLI
Well i think there amish but there carrying maybe a cellphone or walkie talkie.,Humans carrying technology.,3,SNLI-train,SNLI-ENTAILMENT,4829887976.jpg#0,4829887976.jpg#0r1e,SNLI
Well i think there amish but there carrying maybe a cellphone or walkie talkie.,The only amish person to own a cellphone.,3,SNLI-train,SNLI-NEUTRAL,4829887976.jpg#0,4829887976.jpg#0r1n,SNLI
Well i think there amish but there carrying maybe a cellphone or walkie talkie.,A woman throwing a cellphone to the ground.,2,SNLI-train,SNLI-CONTRADICTION,4829887976.jpg#0,4829887976.jpg#0r1c,SNLI
A few people with bags opening a shutter.,People with bags decide to open a shutter.,5,SNLI-train,SNLI-ENTAILMENT,4839716145.jpg#4,4839716145.jpg#4r1e,SNLI
A few people with bags opening a shutter.,A few people decide to open the shutter of a resturant.,3,SNLI-train,SNLI-NEUTRAL,4839716145.jpg#4,4839716145.jpg#4r1n,SNLI
A few people with bags opening a shutter.,One person with 3 bags decides to close a shutter.,2,SNLI-train,SNLI-CONTRADICTION,4839716145.jpg#4,4839716145.jpg#4r1c,SNLI
"A bike is flipped upside while someone, their identity obscured by a blue hoodie, works on the back tire.",Someone is working on an object.,5,SNLI-train,SNLI-ENTAILMENT,4847636067.jpg#1,4847636067.jpg#1r1e,SNLI
"A bike is flipped upside while someone, their identity obscured by a blue hoodie, works on the back tire.",They know what they are doing.,3,SNLI-train,SNLI-NEUTRAL,4847636067.jpg#1,4847636067.jpg#1r1n,SNLI
