CONTEXT,HYPOTHESIS,LABEL,CONTEXT_FROM,HYPOTHESIS_FROM,SUBSET
Two guys with blue vests seated in inflated boats named crushers that are on the open ocean .,A person dresses the crushers .,1,SNLI-train,AGCI-WK,AGCI
Two individuals use a photo kiosk,A blast destroys the kiosk .,2,SNLI-test,AGCI-WK,AGCI
"Three men , two dressed in white and another in black vestments with a gold cross , address a crowd .",A congregation looks for the vestments .,1,SNLI-train,AGCI-WK,AGCI
A boy who is wearing a white color shirt and denim trouser is riding the bicycle .,The trouser treads a runway .,1,SNLI-train,AGCI-WK,AGCI
A man in a yellow hard hat and blue overalls dumps dirt into a wheelbarrow .,The wheelbarrow is a handcart .,5,SNLI-train,AGCI-WK,AGCI
The man in the sailor suit is holding literature .,The literature is a profession .,1,SNLI-test,AGCI-WK,AGCI
A woman is working on the computer .,The computer is capable .,3,SNLI-train,AGCI-WK,AGCI
a boy holding onto the wall of an old brick house 's raised foundation .,The foundation is an assumption .,1,SNLI-test,AGCI-WK,AGCI
A man with a gray shirt is mowing the lawn while his son is doing the same only with a toy lawn mower .,The mower is slicked .,1,SNLI-train,AGCI-WK,AGCI
The outcome of a martial arts match being announced .,A person is happy with the outcome .,4,SNLI-train,AGCI-WK,AGCI
Ruth was working on a school project,A government faces the project .,2,ROCStories,AGCI-WK,AGCI
Two women standing beside a silver and blue car with a Redbull logo and a giant Redbull can on it .,A person changes the logo .,3,SNLI-train,AGCI-WK,AGCI
A male is holding several Tehelka newspapers about a murder .,A man is convicted of the murder .,3,SNLI-train,AGCI-WK,AGCI
I turned on the fan.,Water sprinkled onto my skin.,1,COPA-premise,COPA-effect,COPA
"A tour guide in New York is passing by Times Square , likely describing the history and attractions the main square has to offer .",A city has the history .,1,SNLI-train,AGCI-WK,AGCI
A black woman balancing a large platter on her head that has many bagged items on it .,The platter contains one .,2,SNLI-dev,AGCI-WK,AGCI
A man providing entertainment on the sidewalk by playing the violin .,The entertainment is a diversion .,3,SNLI-dev,AGCI-WK,AGCI
Phineas and his son were stuck in the ditch,Bus overturn in the ditch .,2,ROCStories,AGCI-WK,AGCI
A dog looks content sitting on a bed after ripping up some paper,Love helps inspire the content .,1,SNLI-dev,AGCI-WK,AGCI
Elderly gent oil painting his masterpiece .,The masterpiece is a work .,5,SNLI-train,AGCI-WK,AGCI
"When cars are all self driving , or we move away from commuting too much as we do , these will be seen only in museums .",The move is a decision .,4,SNLI-train,AGCI-WK,AGCI
A roofer in a black jacket putting tiles on a roof .,The roofer is a craftsman .,5,SNLI-train,AGCI-WK,AGCI
"The man , who is wearing the handkerchief , is performing a task with the tub while the woman watches .",A person carries out the task .,5,SNLI-train,AGCI-WK,AGCI
"Street vendors sell various wards , including pineapples and soccer balls .",Troops search the wards .,2,SNLI-dev,AGCI-WK,AGCI
A girl prepares herself for the swim meet .,A person takes up the swim .,3,SNLI-dev,AGCI-WK,AGCI
Two men dressed in white robes and red capes ride bicycles while carrying staffs topped with skulls .,A person cracks the skulls .,3,SNLI-dev,AGCI-WK,AGCI
A black man wearing a red belt and a white man wearing a blue belt are pictured in the act of practicing martial arts inside a building with a woman looking on in the background .,The act is illegal .,2,SNLI-test,AGCI-WK,AGCI
A black woman wearing an orange shirt is taking a snapshot .,The snapshot is a photograph .,5,SNLI-train,AGCI-WK,AGCI
Patty had a fascination with the occult,Patty and her friends went to the graveyard with a ouija board.,3,ROCStories-1st,ROCStories-3rd,ROC
Chris had been graying at the temples since he was twenty,The temples are a place of worship .,2,ROCStories,AGCI-WK,AGCI
Sandy and Bob set out to break a world record,The record is an attainment .,5,ROCStories,AGCI-WK,AGCI
A Veterinarian is giving medicine to a cat .,The medicine is a drug .,5,SNLI-train,AGCI-WK,AGCI
A young girl holding a stuffed pig smiles .,The pig could become a mix vessel for the two .,1,SNLI-dev,AGCI-WK,AGCI
"When cars are all self driving , or we move away from commuting too much as we do , these will be seen only in museums .",The move gains a momentum .,2,SNLI-train,AGCI-WK,AGCI
The local supermarket had a deal on ham,A person awaits the deal .,3,ROCStories,AGCI-WK,AGCI
Woman throwing a blue football on a grass field .,A person grabs the football .,4,SNLI-train,AGCI-WK,AGCI
Three people wearing black blindfolds near a '' Salvar O Planeta '' sign .,A person takes off the blindfolds .,3,SNLI-test,AGCI-WK,AGCI
A middle-aged man works under the engine of a train on rail tracks .,The engine crashes through barriers .,2,SNLI-dev,AGCI-WK,AGCI
The boy murmured his reply to his mother.,His mother told him to whisper.,2,COPA-premise,COPA-effect,COPA
A young girl wearing a flora shirt is sitting in tub in brown water with the remnants of a snake .,The remnants have a company .,1,SNLI-test,AGCI-WK,AGCI
"A colorful array of motorcyclists gathered outdoors , with Joshua trees in the background and a pair of motorcyclists on a cherry-red cycle in the foreground .",A person ends the cycle .,1,SNLI-dev,AGCI-WK,AGCI
A man is holding a souvenir that says '' I 'm a photographer not a terrorist '' at what appears to be a rally somewhere in Europe .,A person is branded the terrorist .,1,SNLI-train,AGCI-WK,AGCI
Adam clasped his hands together and - looked at the assembled parents,A person holds the hands .,3,ROCStories,AGCI-WK,AGCI
a baby getting a bath in the kitchen sink .,The bath is a room .,5,SNLI-test,AGCI-WK,AGCI
"A man wearing a blue wrestling suit with an US emblem , is wrestling another person in a competition setting .",The emblem is a design .,4,SNLI-train,AGCI-WK,AGCI
"A man wearing a helmet , red pants with white stripes going down the sides and a white and red shirt is on a small bicycle using only his hands while his legs are up in the air , while another man wearing a light blue shirt with dark blue trim and black pants with red stripes going up the sides is standing nearby , gesturing toward the first man and holding a small figurine of one of the seven dwarves .",The figurine is scattered in debris .,3,SNLI-train,AGCI-WK,AGCI
A white dog is running around a tumbleweed on a sand dune .,A rattlesnake spins the tumbleweed .,1,SNLI-train,AGCI-WK,AGCI
One man wearing a striped shirt kicking the other and the other man in a flannel with a house in the background .,The flannel is a bath linen .,3,SNLI-train,AGCI-WK,AGCI
A woman with tattoos and a black t-shirt smiles and talks to a man with a partially shaved head wearing shirt with the words ' hippie killer ' in white letters on it .,The killer executes .,2,SNLI-dev,AGCI-WK,AGCI
Fred and I went bowling last Saturday,The bowling seems counterproductive .,2,ROCStories,AGCI-WK,AGCI
A woman with neon headphones writes in a notebook .,The notebook adds to an attraction .,2,SNLI-train,AGCI-WK,AGCI
A man puts the finishing touches on his graffiti artwork.,the giraffe is bigger .,1,SNLI-train,AGCI-NN,AGCI
Customers stand in front of and talk with representatives sitting at desks with computers .,The representatives shuttle through a region .,1,SNLI-train,AGCI-WK,AGCI
Photography crew prepare for a photo shoot .,The crew gasps in a courtroom .,2,SNLI-train,AGCI-WK,AGCI
Knife training can be just as intense as the police academy .,The academy is a secondary school .,5,SNLI-train,AGCI-WK,AGCI
"A crowd of people is surrounding and watching a black male in black jeans , a black shirt , a black hat and white sneakers who appears to be dancing .",The sneakers provide a tip .,1,SNLI-train,AGCI-WK,AGCI
A man in blue shirt winnowing gravel for construction purposes .,A car skids over the gravel .,2,SNLI-train,AGCI-WK,AGCI
Ali had an enemy named Val,The enemy is a military unit .,2,ROCStories,AGCI-WK,AGCI
The fast pitch is destined to become a home run for the team .,Police take the pitch .,1,SNLI-train,AGCI-WK,AGCI
The band has a heated disagreement .,A tension reflects the disagreement .,3,SNLI-train,AGCI-WK,AGCI
"Guy in a white clothing , running down a busy street and carrying a gold torch .",The torch is an electric lamp .,3,SNLI-train,AGCI-WK,AGCI
"Two women , one wearing a black tank top , the other wearing a black tank top with a barcode on the chest , sing a duet .",A person misses the duet .,2,SNLI-train,AGCI-WK,AGCI
"Three individuals sit outside in the sun , on benches , absorbing the sun 's rays .",The rays are a light .,5,SNLI-train,AGCI-WK,AGCI
There are three policemen on bikes making sure that the streets are cleared for the president .,The president is a head of state .,5,SNLI-dev,AGCI-WK,AGCI
A man wearing a pirate hat and eyepatch smiles at the camera .,The eyepatch is necessary .,4,SNLI-train,AGCI-WK,AGCI
Three kids and two adults are sitting at a table making ice cream sundaes .,The sundaes are a frozen dessert .,5,SNLI-train,AGCI-WK,AGCI
When Jayne was in school she had a yellow walkman that she loved,A couple has the loved .,1,ROCStories,AGCI-WK,AGCI
A woman in colorful native attire featuring a blue shirt with a colorful design displays her dark hair braided with red ribbons .,The ribbons are doctored .,1,SNLI-train,AGCI-WK,AGCI
A man steps out of a blue porta potty .,A line snakes around the potty .,3,SNLI-train,AGCI-WK,AGCI
People are balancing on top of beams that are coming out of a John . F Hunt owned Genpac generator .,A person gets the generator ready .,3,SNLI-train,AGCI-WK,AGCI
A person wearing a hooded jacket and blue jeans stands facing a shop with the sign '' Feelings '' on it .,The Feelings are ludicrous .,1,SNLI-train,AGCI-WK,AGCI
"A man is standing on a stage , speaking , and there is a phrase projected on a screen behind him .",The phrase is added .,3,SNLI-train,AGCI-WK,AGCI
Two drifters and their dog sleeping at a historic location .,The drifters grab a mailbag .,3,SNLI-train,AGCI-WK,AGCI
"Three people , hands and feet on the floor , doing some sort of exercise in a gymnasium .",The gymnasium is an athletic facility .,5,SNLI-train,AGCI-WK,AGCI
Rick and his dad used to see wrestling matches together all the time,The wrestling is staged .,5,ROCStories,AGCI-WK,AGCI
A man in an orange shirt stands on a latter and paints a wall blue .,A person suspects the latter .,1,SNLI-train,AGCI-WK,AGCI
A woman in a blue jacket is drinking tea from a cup .,The tea is a meal .,2,SNLI-dev,AGCI-WK,AGCI
Hillary and her husband went to a restaurant by the sea,A waiter walked over and took their order.,5,ROCStories-1st,ROCStories-2nd,ROC
Adults and children are playing with Nintendos handheld gaming portables at the Nintendo store .,Everything is found in the portables .,1,SNLI-train,AGCI-WK,AGCI
A man taking in the intense beat of the sun shining down on him while closing his eyes .,The beat is an oscillation .,2,SNLI-train,AGCI-WK,AGCI
Citizens enjoying a snowy day with reminder of summer in the background .,A fact serves as the reminder .,2,SNLI-train,AGCI-WK,AGCI
A woman sniffs at the remnants of drink in her companion 's glass .,A driver is killed along with the companion .,2,SNLI-train,AGCI-WK,AGCI
"Three children , two boys and one girl , are standing behind bars with their mouths open like they are screaming .",The open is an area .,5,SNLI-dev,AGCI-WK,AGCI
A man in a blue shirt creates a clay vase in a workshop as the instructor gestures towards the vase .,The vase belongs to people .,3,SNLI-train,AGCI-WK,AGCI
Male tennis player with tattoo on left arm in position to hit the ball with onlooker sitting down .,A lawsuit seeks the position .,1,SNLI-train,AGCI-WK,AGCI
A 5 dog race where all the dogs have mussels .,The mussels are shellfish .,2,SNLI-train,AGCI-WK,AGCI
Pedestrians are yielding to a firetruck as it enters the intersection .,A person faces the intersection .,4,SNLI-train,AGCI-WK,AGCI
A young woman wearing a day pack is seated on a rock overlooking a beautiful area of water with small inlets and other rocks .,The inlets are body of water .,5,SNLI-train,AGCI-WK,AGCI
A father-figure and two children outside their home doing yard work such as using a hoe on the grass and planting a tree .,The father-figure is a man .,5,SNLI-train,AGCI-WK,AGCI
A hand holds a strainer with a small amount of liquid in it with a table with bins in the background .,Police defuse the strainer .,1,SNLI-test,AGCI-WK,AGCI
A white man is seen in a swimming pool floating above many floating devises .,A community steps in the devises .,1,SNLI-train,AGCI-WK,AGCI
Three boys busting bricks into very small pieces .,A person is killed with the bricks .,2,SNLI-train,AGCI-WK,AGCI
Male wearing brown shorts and black t-shirt in his bedroom with his feet on the desk talking on the phone .,The bedroom is a room .,5,SNLI-test,AGCI-WK,AGCI
"A woman in her early fifties walks by herself in the subway , another woman is not far behind .",The fifties are called a number .,2,SNLI-train,AGCI-WK,AGCI
A choir practicing in a church .,A gorilla breaks out of the choir .,2,SNLI-test,AGCI-WK,AGCI
"A woman lies on a bed with a red , orange , and blue striped comforter crumpled up next to her .",The comforter is hoisted up a pole .,1,SNLI-dev,AGCI-WK,AGCI
Rick and his dad used to see wrestling matches together all the time,A person is suspended from the wrestling .,3,ROCStories,AGCI-WK,AGCI
